id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
11,2022-2023,Geography PT 730 Notes,11,"Karman Line y Located at 100 km (62 miles) above sea level, it is an imaginary line that demarcates the earth’s atmosphere from space. y It was established in the 1960s by a record-keeping body called the Fédération Aéronautique Internationale (FAI). y Though not all scientists and spacefarers accept it. Anything traveling above the Kármán line needs a propulsion system that doesn’t rely on lift generated by Earth’s atmosphere—the air is simply too thin that high up.In other words, the Kármán line is where the physical laws governing a craft’s ability to fly shift. Anyone who crosses this line qualifies as an astronaut....",,,The crucial role of the Kármán Line in space defense strategies,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
12,2022-2023,Geography PT 730 Notes,12,"Ministry of Environment, Forest, and Climate Change submits proposals for Wetland City Accreditation under the Ramsar Convention on Wetlands for cities of Indore, Bhopal and Udaipur. y The Ramsar Convention during COP12 held in the year 2015 approved a voluntary Wetland City Accreditation system. y It recognizes cities which have taken exceptional steps to safeguard their urban wetlands. y It also recognizes the importance of wetlands in urban and peri- urban environments y This voluntary scheme provides an opportunity for cities that value their natural or human-made wetlands to gain international recognition and positive publicity for their efforts. y Since Ramsar COP13, 43 cities from 17 countries have been officially recognized as “Wetland Cities”. Three nominated cities include y Indore: Founded by Holkars. Sirpur Lake. y Bhopal: Bhoj Wetland. y Udaipur: Located in Rajasthan, the city is surrounded by five major wetlands, namely, Pichola, Fateh Sagar, Rang Sagar, Swaroop Sagar, an...",,,Wetland City Accreditation,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
13,2022-2023,Geography PT 730 Notes,13,"y Many indigenous people from Mayurbhanj district venture into nearby forest to collect kai pimpudi (red weaver ant). Health benefits: y The red weaver ants contain valuable proteins, calcium, zinc, vitamin B12, iron, magnesium, potassium, sodium, copper, amino acids, among others....",,,Mayurbhanj’s red ant chutney receives GI tag,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
14,2022-2023,Geography PT 730 Notes,14,"The recent reappearance of toxic foam on the Indrayani river once again raised concerns about pollution here. Indrayani River y It is a tributary of the Bhima River, which again is a tributary of the Krishna River. y It originates near Lonavala, a hill station in the Sahyadri mountains of Maharashtra. y Fed by rain, it flows east from there to meet the Bhima River. y Valvan Dam at Kamshet, situated on the Indrayani River, is hydroelectric generating station Bhima River The Bhima River (also known as the Chandrabhaga River) is a major tributary of the Krishna River. Course: y It originates in the Bhimashankar hills near Karjat on the western side of the Western Ghats, in the Pune District of Maharashtra. y Bhima flows southeast through the states of Maharashtra, Karnataka, and Telangana. y The Bhima River merges into the Krishna River in Karnataka. y Major tributaries are the Sina and Nira rivers. y Pandharpur is an important pilgrimage centre located on the right bank of the Bhima Rive...",,,Toxic foam on Indrayani River,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
15,2022-2023,Geography PT 730 Notes,15,"India’s first National Highway Steel Slag Road section on NH-66, connecting Mumbai to Goa was inaugurated. y SSRT has been developed by Central Road Research Institute in collaboration with the Ministry of Steel. y Steel slag, a by-product of steel making, is produced during the separation of molten steel from impurities in steel -making furnaces....",,,Steel Stag Road Technology (SSRT),file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
16,2022-2023,Geography PT 730 Notes,16,"Experts have noticed that the shrinking mudflat ecosystem of Kadalundi river is impacting Kadalundi Vallikunnu Community Reserve (KVCR). It is located in Kerala and it is India’s first riverfront community reserve. About Community Reserve: y This protected area category was first introduced through the Wild Life (Protection) Amendment Act of 2002. y This protected area acts as buffer zones or corridors between established national parks, wildlife sanctuaries and reserved and protected forests. y They can be declared as conservation areas if they are uninhabited and completely owned by the Government....",,,Kadalundi Vallikunnu Community Reserve,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
17,2022-2023,Geography PT 730 Notes,17,"National Tiger Conservation Authority (NTCA) has recommended to the authorities that the Nugu Wildlife Sanctuary abutting the Bandipur Tiger Reserve be declared as a core critical tiger habitat. Nugu Wildlife Sanctuary y It is situated north of Bandipur National Park in Mysore District, Karnataka. y It is built across the Nugu River, a tributary of the Cauvery. y In 1974, Nugu was declared a Wildlife Sanctuary, and later, in 2003- 2004, the area of Nugu Wildlife Sanctuary was added to the Nilgiri Biosphere Reserve. y Rainfall: The area receives rainfall from both south-west and north-east monsoons. The average amount of rainfall received in this area is 1000mm. y Vegetation: Most of the vegetation in the forests is dry, deciduous, interspersed with patches of plantations....",,,Bandipur Tiger Reserve,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
18,2022-2023,Geography PT 730 Notes,18,"Green Tribunal sets 6- month deadline as there is delay in ESZ tag for Shettihalli sanctuary. Shettihalli Wildlife Sanctuary Location: y It is located in Shimoga District of Karnataka. y Mandagadde Natural Bird Sanctuary, present on a small island in the River Tunga is also a part of this Sanctuary. y The Tunga Anicut Dam is situated within the sanctuary and provides shelter for otters and water birds. Vegetation: y It is mainly covered by tropical evergreen and semi-evergreen forests. y The eastern and central parts are mostly covered by dry and moist deciduous forests while the western parts have semi-evergreen forests....",,,Shettihalli sanctuary,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
19,2022-2023,Geography PT 730 Notes,19,"It is a critically endangered plant species recorded for first time in Manipur y It is a plant species. Flowers of Saurauia Punduana turn white to pink on maturity. Petals are pink, ovate to obovate curled at the tip. y Its fruits are spherical, shining white, and are used in veterinary medicine. y It is a critically endangered species as per the International Union for Conservation of Nature (IUCN) Red List....",,,Saurauia Punduana,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
20,2022-2023,Geography PT 730 Notes,20,"y Phosphorus in wastewater is a major contributor to harmful algal blooms in water bodies around the globe. y Algal Biofilm (RAB) system by Gross-Wen Technologies is an emerging technology. y In the RAB system, phosphorus-laden algae are cultivated in wastewater attached to a revolving belt. y The grown algal biomass can then be harvested from the belt and dried for use as agricultural fertilizer or as feedstock for the manufacture of biofuels and bioproducts. y This process can help close the phosphorus-cycle loop by recycling and reusing the phosphorus in wastewater, decreasing demand on limited minable phosphorus resources....",,,Newly identified algal strains rich in phosphorus could improve wastewater treatment:,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
21,2022-2023,Geography PT 730 Notes,21,"y It is built between the Nalgonda district of Telangana and the Guntur district of Andhra Pradesh. y It is built across the River Krishna. It is the largest and highest masonry dam in the world. y It derives its name from a nearby hillock and island called Nagarjunakonda, where an ancient Buddhist Guru had once lived. y As per the provisions of the Andhra Pradesh Reorganisation Act, 2014, Nagarjunasagar dam is controlled and supervised by Telangana....",,,Nagarjuna Sagar Dam,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
22,2022-2023,Geography PT 730 Notes,22,"y It is a river in south-central India. y Origin: It rises in western Maharashtra state in the Western Ghats range near the town of Mahabaleshwar. In terms of water inflows and river basin, Krishna is the fourth biggest river after Ganga, Godavari, and Brahmaputra. y Total Length: 1300 km Course: It passes through Maharashtra, Karnataka, Telangana and Andhra Pradesh and meets the Bay of Bengal. y Tributaries: The most important tributary is the Tungabhadra River. It has been formed by the Tunga River and the Bhadra River, which originate in the Western Ghats. Other tributaries include the Koyna, Bhima,Kundali, Malaprabha,Ghataprabha, Yerla, Warana, Dindi , Musi , and Dudhganga River....",,,Krishna River,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
23,2022-2023,Geography PT 730 Notes,23,"y India has framed a comprehensive group standard for 15 types of millets specifying 8 quality parameters, which received resounding applause at the international meet. y India put forward a proposal for the development of global standards for millets, particularly for Finger millet, Barnyard millet, Kodo millet, Proso millet and Little millet as group standards as in case of pulses. Codex Alimentarius Commission y It is an international food safety and quality standard-setting body. y It was created by the World Health Organisation and Food and Agriculture Organization of the United Nations in May 1963. y Objective: Protecting consumer’s health and ensuring fair practices in the food trade. y Members: It consists of 189 member countries, Membership of the Commission is open to all Member Nations and Associate Members of FAO and WHO which are interested in international food standards....",,,Codex Alimentarius Commission Praises India’s Standards on Millets,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
24,2022-2023,Geography PT 730 Notes,24,"The Delhi High Court recently indicated it may stay an event proposed by the forest department inside the Asola Bhatti wildlife sanctuary. Asola Bhatti Wildlife Sanctuary y Location: The sanctuary on the Southern Delhi Ridge of the Aravalli hill range on the Delhi-Haryana border. It is also part of the Sariska- Delhi Wildlife Corridor, which runs from the Sariska Tiger Reserve in Rajasthan to Delhi Ridge. y Vegetation: The vegetation falls under the Northern Tropical Thorn Forests type. The native plants exhibit xerophytic adaptations such as thorny appendages, wax-coated, succulent, and tomentose leaves. y Climate: It is mainly influenced by its remote inland position and prevalence of air of continental character, which is characterized by extreme summer heat alternating with great winter cold....",,,Asola Bhatti wildlife sanctuary,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
25,2022-2023,Geography PT 730 Notes,25,"Indonesia’s Merapi volcano erupts, spewing ash plumes and blanketing several villages with ash Mount Merapi It is a volcanic mountain peak located near the centre of the island of Java, Indonesia....",,,Mount Merapi,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
26,2022-2023,Geography PT 730 Notes,26,"Recently, Meghalaya’s Lakadong turmeric has been awarded the Geographical Indication (GI) tag. y It is considered to be one of the world’s best varieties of turmeric, with a curcumin content of around 6.8 to 7.5 per cent. It is darker in colour and is grown organically without the use of fertilizers. It is found in the Lakadong area of Jaintia Hills, and has high curcumin content. y Other GI products from Meghalaya: Garo Dakmanda (traditional dress) Larnai pottery Garo Chubitchi (alcoholic beverage)....",,,Lakadong turmeric,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
27,2022-2023,Geography PT 730 Notes,27,"y The Painganga River (also known as the Penganga River) is in Maharashtra state. y Origin: It originates in the Ajantha ranges in Maharashtra. It is a major tributary of the Wardha River. y The Wardha River flows into the Wain Ganga River to form the Pranhita River, which finally joins the Godavari River. y There are two dams being constructed on the river, namely Upper Painganga and Lower Painganga. This dam is also known as Isapur Dam....",,,Painganga river,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
28,2022-2023,Geography PT 730 Notes,28,"y It is a stratovolcano located on Halmahera Island, in the province of Maluku, East Indonesia. y It is one of the most isolated and least accessible volcanoes in Indonesia....",,,Ibu Volcano,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
29,2022-2023,Geography PT 730 Notes,29,Centre approves setting up cheetah breeding centre in Banni Grassland in Kutch.,,,Banni Grassland,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
30,2022-2023,Geography PT 730 Notes,30,"The countries that surround the North Sea include the 1. United Kingdom, 2. France, 3. Belgium, 4. Netherlands, 5. Germany, 6. Denmark, and 7. Norway....",,,Countries bordering the North Sea,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
31,2022-2023,Geography PT 730 Notes,31,"y It is a giant bay just 320 kms from the South Pole. y A large portion of the sea is covered by the Ross Ice Shelf, the largest ice shelf in Antarctica. y The sea is remote and positioned south and slightly east of New Zealand. y It is the first protected area in Antarctica, and home to most of the world’s penguins and many species of whale. y It is one of the last intact marine ecosystems in the world, home to penguins, seals, Antarctic toothfish, and whales....",,,Ross Sea,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
32,2022-2023,Geography PT 730 Notes,32,"Kachchhi Kharek, indigenous dates of Kutch, become Gujarat’s fruit to get GI tag Kachchhi Kharek, the indigenous variety of dates of Kutch, has become the second fruit of Gujarat to get a geographical indication (GI) tag from the Controller General of Patents, Designs and TradeMarks (CGPDT) of India. Kachchhi Kharek Features y Dates grown in Kutch are harvested at the khalal stage, the stage when fruits have matured, accumulated sucrose, and have turned red or yellow but are still crisp. y Kachchh is the only place around the globe where fresh dates are economically cultivated, marketed, and consumed. y There are around two million date palms in Kutch today and around 1.7 million of them are seedling-origin palms of deshi (indigenous) varieties. y The area accounts for more than 85 % of total date palm cultivation in India. These dates in Kutch have to be harvested at khalal stage as they can’t withstand moist weather....",,,Kachchhi Kharek,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
33,2022-2023,Geography PT 730 Notes,33,y It is an internally self-governing overseas territory of the United Kingdom in the South Atlantic Ocean. y It lies about 300 miles (480 km) northeast of the southern tip of South America and a similar distance east of the Strait of Magellan....,,,Falkland Islands,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
34,2022-2023,Geography PT 730 Notes,34,"NASA says Greenland’s glaciers have lost much more ice than previously estimated and this could hold-term consequences for ocean water levels. y Most of the ice loss came from below the sea level in the fjords on the periphery of Greenland. y Most of the ice loss came from below the sea level in the fjords on the periphery of Greenland. y The ice sheet in Greenland lost about one-fifth more ice mass in the last forty years than previously estimated. y Icebergs are falling into the ocean at an accelerating rate, and a majority of the glaciers on the landmass have retreated significantly. y However, the additional ice loss only has an indirect impact on sea levels, but it could have massive implications for ocean circulation in the future....",,,Greenland Glaciers,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
35,2022-2023,Geography PT 730 Notes,35,"India Signs Agreement for Lithium Exploration & Mining Project in Argentina. This is the first ever lithium exploration and mining project by a Khanij Bidesh India Ltd (KABIL) , government owned entity KABIL was formed in 2019 to identify, acquire, develop and process strategic minerals overseas for use in India. y Argentina is a part of the “Lithium Triangle” (region in the Andes mountain including Bolivia and Chile). y These countries are believed to contain over 75% of existing known lithium reserves. y Other notable players are Australia, China and the United States. y China dominates the supply chain of lithium. y India is dependent on other countries for its lithium demand. NOTE :- Recently, 5.9 million tonnes (mt) of lithium resources were discovered from Raesi district of Jammu and Kashmir....",,,Lithium Exploration & Mining,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
36,2022-2023,Geography PT 730 Notes,36,"In a first-of-its-kind model of convergence, Kanger Valley National Park, situated 24 km southwest of Jagdalpur, the headquarters of Bastar, on the Jagdalpur-Darbha Road, is working with a coalition of various organizations and government departments to prepare a landscape- based ecological restoration plan for the national park. y It is located in the state of Chhattisgarh. It is located on the banks of the Kholaba River (tributary of the Godavari River). y The National Park derives its name from the Kanger River, which flows in its length. y The entire Park constitutes the core area and there is no buffer zone. It is home to three exceptional caves, famous for their amazing geological structures: Kutumbasar, Kailash, and Dandak- Stalagmites and Stalactites. y National Park is known for the presence of underground limestone caves. The stalagmites and stalactite formations are still increasing. Tirathgarh Waterfall is located in the park....",,,Kanger Valley National Park,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
37,2022-2023,Geography PT 730 Notes,37,"Cochin Port unions urge PM Modi to revive lost glory of Willingdon Island. Willingdon Island y It is among the most beautiful locations in the Kochi area. y This is a man-made island, named after Lord Willingdon who was a British Viceroy of India. y It is among the biggest of its kind in India. y It is also home to the Kochi Naval Base of the Indian Navy, the Central Institute of Fisheries Technology and the Port of Kochi. y The island is connected to the mainland by the Venduruthy Bridge....",,,Cochin Port,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
38,2022-2023,Geography PT 730 Notes,38,"The government recently announced diversion of Chenab river water through diversion tunnels to expedite the 850-MW Ratle Hydro Electric Project in Jammu & Kashmir. y Ratle Hydro Electric Project River hydroelectric power project being built on the Chenab Riverin the Kishtwar District of Jammu and Kashmir. y Chenab River: It is a major river of India and Pakistan. Origin: It is formed by the confluence of two streams, Chandra and Bhaga, at Tandi in the Lahaul and Spiti Districts of Himachal Pradesh. In its upper reaches, it is also known as the Chandrabhaga. It is a tributary of the Indus River. After receiving the Jhelum River near Trimmu, the Chenab empties into the Sutlej River, a tributary of the Indus River....",,,Ratle Hydro Electric Project,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
39,2022-2023,Geography PT 730 Notes,39,"The canopy walk facility at a height of 25 feet at the Dalma Sanctuary will be set up soon. Dalma Wildlife Sanctuary: y Location: It is located in the state of Jharkhand. It is situated around the Dalma Hills on the Chota Nagpur Plateau. y The entire forest of Dalma Sanctuary falls in the catchment of the Subarnarekha River and Dimna Lake of Jamshedpur. y Vegetation: The forests of Dalma come under the category “Dry peninsular Sal” and “Northern dry mixed deciduous Forest” . y Medicinal plants like Ananatmula, Satawari, Sarpgandha, etc. are abundant in the sanctuary....",,,Dalma Wildlife Sanctuary,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
40,2022-2023,Geography PT 730 Notes,40,"SC restrains Maharashtra from continuing with construction at Futala Lake in Nagpur. Futala Lake: y Futala Lake, also known as Telankhedi Lake, is located in the western part of Nagpur, Maharashtra. y It is believed to be more than 200 years old. Built by the Bhonsle kings of Nagpur, this lake is known for its colorful fountains. Shallow soda lakes show promise as cradles of life on Earth Scientists have discovered that a shallow “soda lake” in western Canada could be a good match for Darwin’s “warm little ponds” where life got started on the primordial Earth....",,,Futala Lake,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
41,2022-2023,Geography PT 730 Notes,41,"y It is a lake with a pH value usually between 9 and 11. y High carbonate concentration, especially sodium carbonate, is responsible for the alkalinity of the water. y It may also contain a high concentration of sodium chloride and other salts making it saline or hypersaline Lake. y These are highly productive ecosystems compared to the freshwater lakes. y These are the most productive aquatic environments on Earth because of the availability of dissolved carbon dioxide. y They occur naturally in both arid and semi-arid areas. Examples Of Soda Lakes y Africa and Asia have the highest number of soda lakes. Most of the soda lakes in Africa are located in Eastern Africa, especially in Kenya, Tanzania, and Ethiopia. y Lake Natron in Tanzania is one of the most outstanding soda lakes in Africa y India and China have the highest number of soda lakes in Asia. y Some of the soda lakes in Asia include Lake Van(Turkey), Tso Kar Salt Lake(India), Pangong Salt Lake(India), and Lake Zabuye(China)....",,,Soda Lake,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
42,2022-2023,Geography PT 730 Notes,42,"Senegal’s Pink Lake is on the verge of disappearing. Lake Retba y It is also known as Lac Rose (the Pink Lake). y Location: It is located north of the Cap Vert peninsula of Senegal, northeast of Dakar. Why is it pink? y The pink coloration is due to the proliferation of halophilic green algae (living in a salty environment), Dunaliella salina, which contain red pigments. y The alga is associated with halophilic bacteria of the genus Halobacterium. y When salinity is high, algae with red pigments thrive, and when salinity is low, they give way to other algae rich in green pigments....",,,Pink Lake,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
43,2022-2023,Geography PT 730 Notes,43,"It is an ancient system that could bring water to dry areas. Some of Africa’s dry areas face serious water shortages due to minimal rainfall. An ancient system of drawing water from aquifers, the “qanat system”, could help. Qanat system y It is an ancient type of water-supply system, developed and still used in arid regions of the world. y It taps underground mountain water sources trapped in and beneath the upper reaches of alluvial fans and channels the water downhill through a series of gently sloping tunnels. y The qanats have been used for centuries in arid and semi-arid parts of north Africa, the Middle East and Asia, where water supplies are limited. y It’s known by a variety of names, “foggara” in north Africa, “falaj” in Oman and “qarez” in parts of Asia. y Some of the region’s qanat systems, like those in Iran, are protected under heritage status....",,,Qanat system,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
44,2022-2023,Geography PT 730 Notes,44,"y A scientist from the Indian Council of Agricultural Research (ICAR) recently discovered a new plant species of ‘wild okra’ named ‘Abelmoschus Odishae’. Abelmoschus Odishae y It is a new plant species of ‘wild okra’ y It was discovered in a moist deciduous forest in Bansapal block in Keonjhar district, Odisha. y It can be used for hybridisation to create a better variety with high disease resistance. y It can also play a vital role in widening the genetic base of okra. y It is a perennial shrub up to 5 meters high...",,,Disease Resistant Wild Okra,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
45,2022-2023,Geography PT 730 Notes,45,"India’s River Cities Alliance Goes Global as NMCG forges alliance with MRCTI, USA at the ongoing COP28 in Dubai...",,,River Cities Alliance,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
46,2022-2023,Geography PT 730 Notes,46,"Rising global temperatures could lead to an increase in the nesting range of green turtles in the Mediterranean Sea, as per a study in Scientific Reports. Green Turtle y The Green turtle is one of the largest sea turtles and the only herbivore among the different species. y They are in fact named for the greenish color of their cartilage and fat, not their shells. y They graze on seagrasses and algae, which maintains the seagrass beds and makes them more productive. y These species migrate long distances between feeding grounds and the beaches from where they hatched. y Distribution: Green turtles are found mainly in tropical and subtropical Waters around the world (Atlantic ocean,Pacific Ocean and Indian Ocean) Conservation status 1. IUCN: Endangered 2. CITES: Appendix 1 Threats: Habitat loss, fisheries by catch and illegal trade etc....",,,Green Turtle,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
47,2022-2023,Geography PT 730 Notes,47,"India’s premier agency for military R&D, the Defence Research Development Organisation (DRDO), will pause missile testing at Wheeler Island off Odisha coast during the mass nesting season of Olive Ridley sea turtles....",,,Wheeler Island,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
48,2022-2023,Geography PT 730 Notes,48,"y The Indian Mouse Deer or Spotted Chevrotain is the smallest deer in India and is highly nocturnal. Distribution: 1. It is endemic to the Indian Subcontinent. 2. It is mainly found in peninsular India, with some old records from Nepal. 3. Sri Lanka has a separate species called the spotted chevrotain (Moschiola meminna). 4. Within India, it is commonly encountered in a number of forest areas along the Western Ghats, in the Eastern Ghats up to Orissa, and in the forests of central India. Conservation Status: IUCN: Least Concern...",,,Indian Mouse Deer,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
49,2022-2023,Geography PT 730 Notes,49,"y The four-horned antelope, or chousingha, is a small antelope found in India and Nepal. y Distribution: 1. It is endemic to the Indian subcontinent. 2. They are found in woodland areas throughout India. y Conservation Status: ⚪ IUCN Red List: Vulnerable...",,,Chousingha,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
