id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
12,2022-2023,International Relations PT730 Notes,12,"y The Ministry of Defence had launched the NIIO in August 2020, to encourage innovation and indigenisation for self-reliance in the defence sector. y It is a 3-tiered organization:...",,,Naval Innovation and Indigenisation Organisation (NIIO),file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
13,2022-2023,International Relations PT730 Notes,13,"y Recently, Russia has announced to suspend its participation in the New START, the last remaining major military agreement with the United States. y The name START comes from the original “Strategic Arms Reduction Treaty”, known as START-I, which was signed between the US and the erstwhile USSR in 1991, and came into force in 1994. y START-I, which capped the numbers of nuclear warheads and intercontinental ballistic missiles (ICBMs) that each side could deploy at 6,000 and 1,600 respectively, lapsed in 2009, and was replaced first by the SORT, also known as the Treaty of Moscow), and then by the New START treaty. New START y The New START, the “Treaty between the United States of America and the Russian Federation on Measures for the Further Reduction and Limitation of Strategic Offensive Arms”, entered into force on 5th February 2011, and placed new verifiable limits on intercontinental-range nuclear weapons. y The two countries had to meet the treaty’s central limits on strategic o...",,,New START,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
14,2022-2023,International Relations PT730 Notes,14,"y India and the United States held the 13th Ministerial-level meeting of India – United States Trade Policy Forum (TPF) in Washington, DC. y The meeting has resulted in a smoother, friendlier, and trusted environment for businesses to expand their trade and investment between the two countries. About the India-US Trade Policy y TPF is a platform for continuous engagement between the two countries in the area of trade and to further bilateral trade and investment relations. y The Trade Policy Forum is a premier forum to resolve trade and investment issues between India and the US....",,,India USA Trade Policy Forum,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
15,2022-2023,International Relations PT730 Notes,15,"y Theme- ‘One Earth One Family One Future’. y It means ‘Vasudhaiva Kutumbakam’ (the whole earth is a family) written in Devanagari script. y The theme is drawn from the ancient Sanskrit text of the Maha Upanishad. y Guest countries- India has invited Bangladesh, Egypt, Mauritius, the Netherlands, Nigeria, Oman, Singapore, Spain and UAE as guest countries during its G20 presidency. y India achieved a unanimous “New Delhi Leaders’ Summit Declaration” on all developmental and geopolitical matters. y The declaration reflects India’s motto of “Sabka Saath, Sabka Vikas, Sabka Vishwas” –“Together with all, Development for all, Trust of all”, which resonates with the spirit of multilateralism and inclusiveness....",,,India’s G20 Presidency and New Delhi Declaration,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
16,2022-2023,International Relations PT730 Notes,16,"The 11th IBSA Trilateral Ministerial Commission meeting was held in New York in September 2023 on the sidelines of the 78th United Nations General Assembly session 2023. Key Takeaways: A joint statement issued after the meeting called for reform of the United Nations Security Council and greater representation of the developing countries of Asia, Africa and Latin America. About ISBA: y It is a Trilateral Dialogue Forum of India, Brazil and South Africa which was created in the year 2003. y The grouping was formalized under the name of the IBSA Dialogue Forum under the Brasilia Declaration. y Objective: Promoting ever closer coordination on global issues between the three large multicultural and multiracial democracies of Asia, South America and Africa, and contributing to enhancing trilateral India-Brazil-South Africa cooperation in sectoral areas....",,,IBSA Trilateral Ministerial Commission,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
17,2022-2023,International Relations PT730 Notes,17,Raisina Dialogue y The Raisina Dialogue is India’s flagship conference on geopolitics and geo-strategy with focus on the most challenging issues facing the global community. ⚪ It is organized by the Ministry of External Affairs in collaboration with Observer Research Foundation (ORF)....,,,Raisina dialogue 2023,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
18,2022-2023,International Relations PT730 Notes,18,"Stockholm Agreement y The agreement was signed by warring parties in control of Yemen in 2018. y They committed to freeing conflict-related detainees y The agreement was brokered by UN and has three main components: ⚪ Hudaydah Agreement for ceasefire on the City of Hodeidah and Ports Hodeidah, Salif and Ras Isa, and other clauses like no military reinforcements in the city and strengthened UN presence. ⚪ Prisoner Exchange Agreement for the exchange of prisoners, detainees, missing persons, arbitrarily detained and forcibly disappeared persons, and those under house arrest. ⚪ Taiz Agreement for formation of a joint committee with participation from the civil society and the UN....",,,Stockholm Agreement,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
19,2022-2023,International Relations PT730 Notes,19,"India made a voluntary contribution of US $150,000 to the UN Democracy Fund for the (UNDEF) year 2022–23. About UNDEF y UNDEF was created by UN Secretary-General Kofi A. Annan in 2005 as a UN General Trust Fund to support democratization efforts around the world. y It funds projects that empower civil society, promote human rights, and encourage participation of all groups in democratic processes. Functioning y An Advisory Board of UNDEF considers proposals, offers policy guidelines, and recommends funding proposals for approval by the Secretary General. India Membership y India, a founding member of UNDEF, is also a current member of the Advisory Board....",,,UN Democracy Fund,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
20,2022-2023,International Relations PT730 Notes,20,"Global terrorism index ( 2023) y GTI covers global trends and patterns in terrorism. y It is released by Sydney-based Institute for Economics and Peace. Key findings y Afghanistan remains most impacted by terrorism for the fourth consecutive year, followed by Burkina Faso and Somalia. y India remained at 13th while Pakistan ranked at 6th....",,,Global Terrorism Index (GTI 2023),file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
21,2022-2023,International Relations PT730 Notes,21,"India-Bangladesh inaugurated a cross-border energy pipeline known as India-Bangladesh Friendship Pipeline (IBFP). About the IBFP: y IBFP runs from Siliguri (India) to Parbatipur (Bangladesh), and its second cross-border energy pipeline between India and Bangladesh and second in South Asia. ⚪ In 2019, India-Nepal opened South Asia’s first cross-border oil pipeline i.e., Motihari (Bohar)-Amlekhgunj (Nepal) oil pipeline. ⚪ It has a capacity to transport 1 million Metric ton per annum (MMTPA) of High-Speed Diesel (HSD) to Bangladesh and therefore enhances energy cooperation between two countries....",,,India- Bangladesh Friendship Pipeline,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
22,2022-2023,International Relations PT730 Notes,22,"India has deployed more than a quarter of a million troops over the years in as many as 49 UN Peacekeeping Missions. India was the first country to deploy an all-women contingent for the Formed Police Unit to the UN peacekeeping mission in Liberia. About UN Peacekeeping y Peacekeeping operations get their mandates from the UN Security Council. y Their troops and police are contributed by the Member States. y They are guided by three basic principles: Consent of the parties; Impartiality and Non-use of force except in self-defense and defense of the mandate. y India in collaboration with the UN launched UNITE Aware Platform, a situational awareness software programme that will utilize modern surveillance technology for real time threat assessments to peacekeepers....",,,India and UN Peacekeeping Mission,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
23,2022-2023,International Relations PT730 Notes,23,The International Maritime Organization (IMO) has adopted a new Maritime mandatory International Organization (IMO) Code of Safety for Ships Carrying Industrial Personnel. y Code will enter into force on 1 July 2024 and enables cargo ships and high- speed cargo craft to transport and accommodate industrial personnel working offshore. About IMO y It is a specialized agency of the UNO with 174 member states. y It is responsible for measures to improve the safety and security of international shipping and to prevent pollution from ships. y Headquarters: London...,,,International Maritime Organization,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
24,2022-2023,International Relations PT730 Notes,24,"India’s Minister of External Affairs reiterated that full implementation of the 13A is “critical” Amendment for achieving reconciliation with the minority Tamil community. About the 13th Amendment y It is an outcome of the Indo-Lanka Accord of July 1987 in an attempt to resolve the ethnic conflict and civil war. ⚪ 13A will facilitate unity among all the communities in Sri Lanka so that they could live as one. y It provides for the devolution of Lanka’s power to the Tamil community by creation of Provincial Councils. ⚪ This assured a power-sharing arrangement to enable all nine provinces in the country, including Sinhala majority areas, to self-govern. y Subjects such as education, health, agriculture, housing, land and police are devolved to the provincial administrations. y Present status: Due to restrictions on financial powers and overriding powers given to the President, the provincial administrations have not made much headway....",,,13th amendment to Sri Lanka’s Constitution,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
25,2022-2023,International Relations PT730 Notes,25,"India has been assigned an area of about 75,000 sq km in the Central Indian Ocean Basin (CIOB) for PMN (Polymetallic Nodules) exploration. y Ministry of Earth Sciences signed PMN exploration extension contract with International Seabed Authority Authority (ISA) y Contract for the same was initially signed in 2002 for a period of 15 years. It has been extended twice for a 5 years period, during 2017 and 2022. About International Seabed Authority y It is an autonomous international organization established under the 1982 United Nations Convention on the Law of the Sea (UNCLOS). y Mandate: Ensure effective protection of the marine environment from harmful effects that may arise from deep-seabed-related activities. y Headquarters: Kingston, Jamaica y Its primary function is to regulate the exploration of poly-metallic nodules. About Polymetallic nodules y PMN refers to small potato-like rounded accretions composed of minerals such as manganese, nickel, cobalt, copper and iron hydroxide y T...",,,International Seabed Authority,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
26,2022-2023,International Relations PT730 Notes,26,"y The Work Plan was approved at the 3rd ASEAN Digital Ministers meeting. y The work plan includes capacity building and knowledge sharing in emerging areas in the field of Information and Communication Technologies such as: ⚪ Artificial Intelligence in Cyber Security, ⚪ Application of IoT & AI in Next Generation Smart City & Society 5.0, ⚪ Sustainable Data and Transport Network for Future: Standards and Applications, ⚪ 5G technologies for IoT and future trends, ⚪ Role of ICT in implementation of Digital Health and Security protection, etc. ⚪ It will strengthen collaboration between India and ASEAN in ICT...",,,India-ASEAN Digital Work Plan (2023),file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
27,2022-2023,International Relations PT730 Notes,27,"y Economic and commercial cooperation ⚪ Comprehensive Economic Partnership Agreement (CEPA) ⚪ Japan is largest bilateral donor to India with investment in major infrastructure projects such as Delhi-Mumbai Industrial Corridor y Military cooperation ⚪ Joint exercises such as Shinyuu Maitri, Dharma Guardian, sahyog Kaijin, etc. y Bilateral cooperation in Indo-Pacific ⚪ Integrated Indo-Pacific strategy, Asia-Africa Growth Corridor y Other agreements such as Supply-Chain Resilience Initiative y India and Japan are working with Brazil and Germany for permanent membership of G4 of UNSC...",,,India - Japan Relations,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
28,2022-2023,International Relations PT730 Notes,28,"y Indo-Pacific Economic Framework for Prosperity (IPEF) is an initiative of USA with member countries namely: ⚪ Australia, Brunei Darussalam, Fiji India, Indonesia, Japan, the Republic of Korea, Malaysia, New Zealand, Philippines, Singapore, Thailand, and Vietnam. y Aim: The IPEF partners aim to contribute to cooperation, stability, prosperity, development, and peace within the region y It offers tangible benefits that fuel economic activity and investment, promote sustainable and inclusive economic growth, and benefit workers and consumers across the region y The framework will advance resilience, sustainability, inclusiveness, economic growth, fairness, and competitiveness for our economies....",,,Indo pacific economic Framework for prosperity (IPEF),file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
29,2022-2023,International Relations PT730 Notes,29,"y Five-nation “informal mechanism” to support Pacific islands and boost diplomatic and economic ties in the region. y It is an initiative of the USA and its allies to promote “effective and efficient cooperation” with the region’s small island nations. y Objective: Strengthening “prosperity, resilience, and security” in the Pacific through greater collaboration and closer cooperation. y Members:USA, New Zealand, Australia, UK and Japan...",,,Partners in the Blue Pacific,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
30,2022-2023,International Relations PT730 Notes,30,"In the News y India raised concern over not being part of the US-led Minerals Security Partnership (MSP). About MSP y MSP is an international partnership for a stable and diverse mineral supply chain. ⚪ Alliance will focus on supply chains of minerals such as Cobalt, Nickel, Lithium and also 17 “rare earth” minerals. y Objective: Ensure that critical minerals are produced, processed, and recycled to support the ability of countries to realize the full economic development benefit of their geological endowments. y Membership: 11-members i.e. Korea, US, Canada, Japan, Germany, UK, EU Commission, Finland, France, Australia, and Norway...",,,Minerals Security Partnership,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
31,2022-2023,International Relations PT730 Notes,31,"In the news y Talks on BTIA, the Free Trade Agreement (FTA) was resumed after a gap of about nine years since the earlier negotiations were left off in 2013 due to difference in the scope and expectations from the deal. ⚪ FTA involves agreements on trade, investments and Geographical Indications (GI). Other Agreements y Two other agreements under consideration: ⚪ Investment Protection Agreement (IPA): It is an agreement with reciprocal undertakings to promote and protect private investment made by nationals of the signatories in each others territories. ⚪ Geographical Indicators (GIs) Agreement: GI pact will establish a transparent and predictable regulatory environment, to facilitate trade of GI products. y Both sides have agreed to institute the EU-India Trade and Technology Council for strengthening economic and technological ties....",,,India - European Union,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
32,2022-2023,International Relations PT730 Notes,32,"In the news y The US secretary of treasury has pushed for “friendshoring” to diversify trade away from countries that are present at geopolitical risk Friendshoring y Friendshoring (also known as allyshoring) is a deglobalization process that could result in more short-term supply surprises, price hikes, and less long-term growth. y It is a strategic practice of relocating supply chains to countries where the risk of disruption from political chaos is low. ⚪ The dependence on the countries considered a “threat” to the stability of the supply chains is slowly reduced. y For the US, Russia has long presented itself as a reliable energy partner, but in the Ukraine war, it has weaponized the gas against the people of Europe. y It’s an example of how malicious actors can use their market positions to try to gain geopolitical leverage or disrupt trade for their own gain. y Friend-shoring or ally-shoring has become a means for the US to influence firms to move their sourcing and manufacturing...",,,Friend Shoring Plan,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
33,2022-2023,International Relations PT730 Notes,33,"In the news y Chief Minister of Tamil Nadu urged for retrieval of the Katchateevu island from Sri Lanka recently. About Katchateevu island y Katchatheevu is a small uninhabited island in Palk Strait, which connects the Bay of Bengal to the Arabian Sea. y Katchatheevu island is of volcanic origin, formed in the 14th century. y It was jointly administered by India and Sri Lanka during British rule. Issue y The Kachchatheevu issue emerged when both the countries signed four Maritime Boundary Agreements between 1974-76, where in the island became part of Sri Lanka according to India-Sri Lanka Agreements...",,,Kachhateevu Island,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
34,2022-2023,International Relations PT730 Notes,34,"In the news y India to take over the Chair of Global Partnership on AI (GPAI) from France. About GPAI y GPAI is an international and multistakeholder initiative to guide the responsible development and use of artificial intelligence consistent with human rights, fundamental freedoms, and shared democratic values. ⚪ The alliance aims to bridge the gap between theory and practice by supporting advanced research and applied activities on AI-related priorities ⚪ It was launched in 2020. y Membership: At present, GPAI has twenty-five member states including the US, the UK, EU, Australia, Canada, France, Germany, etc. y Headquarters: Its secretariat is hosted at the Organisation for Economic Cooperation and Development (OECD)....",,,Global Partnership on AI,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
35,2022-2023,International Relations PT730 Notes,35,"y Voice of Global South summit called for a global agenda of ‘Respond, Recognize, Respect, and Reform’ to re-energise the world. ⚪ It was hosted by India virtually. y Objectives: Ensuring sustained momentum for effective implementation of G20 decisions, with a specific focus on the interests of developing countries. y Theme ⚪ Introductory session theme was ‘Together, for Everyone’s Growth, with Everyone’s Trust’, ⚪ Concluding session emphasized on ‘Global South: Together for One Future.’ y Key Outcomes: ⚪ 5 ‘Cs’ for Global South: India also called for 5 ‘Cs’ for the Global South: consultation, cooperation, communication, creativity and capacity building. ⚪ Call for Restraint Amid Israel-Hamas Conflict ⚪ Global South Center of Excellence ‘DAKSHIN’ inaugarated...",,,Voice of Global South summit,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
36,2022-2023,International Relations PT730 Notes,36,"In the news y To deal with the economic impacts of Covid-19, Indonesia has announced DNV for (DNV) travellers, to attract more foreign tourists. ⚪ o DNV would allow remote workers to stay tax-free. Digital Nomad y Person who works remotely while traveling for leisure, especially when having no fixed, permanent address. They embrace a location-independent, technology-enabled lifestyle that allows them to travel and work remotely, anywhere in the Internet-connected world....",,,Digital Nomad Visa,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
37,2022-2023,International Relations PT730 Notes,37,"In the news y Fifth anniversary of the India-Vietnam Comprehensive Strategic Partnership was celebrated. y In the backdrop of the anniversary celebrations, the countries signed three memorandum of understanding in parliamentary cooperation, information technology and marine sciences. y Initiatives to boost relations ⚪ Swami Vivekananda Indian Cultural Centre (SVCC) was in Hanoi aimed at fostering closer links between peoples of both countries through cultural exchanges. ⚪ India has given Vietnam a $600 million line of credit for buying defense equipment from India. ⚪ Under the Mekong Ganga Cooperation (MGC) framework, Quick Impact Projects (QIPs) for development of community infrastructure being taken up by India in Vietnam....",,,India Vietnam Relations,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
38,2022-2023,International Relations PT730 Notes,38,y India and South Korea have signed several agreements for increased cooperation as below: ⚪ A Comprehensive Economic PArtnership Agreement (CEPA) signed in 2010 ⚪ Special Strategic Partnership with focus on defence cooperation in 2015 ⚪ Civil Nuclear Energy Cooperation Agreement was signed in 2011 y South Korea launched “Korea Plus” with the objective of facilitating South Korean investments in India. y 2+2 dialogue to synergise India’s “Act East Policy” with South Korea’s “New Southern Policy” y Historical ties: ⚪ Rabindranath Tagore composed “Lamp of the East” poem on Korea’s glorious past and promising bright future ⚪ Shared Kinship and Buddhist Connection...,,,India- South Korea Relations,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
39,2022-2023,International Relations PT730 Notes,39,"In the news y Paris Club creditor nations are proposing a 10-year moratorium on Sri Lankan debt to resolve the Sri Lankan debt crisis. About Paris Club y Paris Club is an informal group of official creditors whose role is to find coordinated and sustainable solutions to the payment difficulties experienced by debtor countries. ⚪ It originated in 1956. y Membership: It is a group of 22 permanent members, including Australia, UK, USA, Japan etc. y India is not a member. It acts as an ad-hoc participant....",,,Paris Club,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
40,2022-2023,International Relations PT730 Notes,40,"y Indian Ocean Rim Association (IORA) is an intergovernmental organisation established to promote economic cooperation and regional integration among countries bordering the Indian Ocean. y Membership: IORA is open to all sovereign states of the Indian Ocean Rim willing to subscribe to the principles and objectives of the Charter. y Objectives: ⚪ To promote sustainable growth and balanced development of the region and Member States. ⚪ To focus on those areas of economic co-operation which provide maximum opportunities for development, shared interest and mutual benefits. ⚪ To promote liberalization, remove impediments and lower barriers towards a freer and enhanced flow of goods, services, investment, and technology within the Indian Ocean Rim....",,,Indian Ocean Rim Association,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
41,2022-2023,International Relations PT730 Notes,41,"y The member countries issued a joint declaration to foster digital innovation and inclusion, digital skilling, and security in the digital economy. ⚪ Digital Public Infrastructure (DPI) should be secure and interoperable and foster inclusion, innovation and competition in a trustworthy way while respecting human rights and fundamental freedoms. ⚪ Reliable Digital Public Infrastructure on the global stage should bring a more efficient and inclusive public administration at the service of the citizens. y Three main work areas were discussed: ⚪ Digital Public Infrastructure for digital inclusion and innovation; ⚪ Building a safe, secure, and resilient digital economy; and ⚪ Digital skilling for building a global future ready workforce...",,,Outcome of G20 Digital Economy Ministers Meeting,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
42,2022-2023,International Relations PT730 Notes,42,"y “The Spirit of Camp David” is the first-ever trilateral summit between the leaders of the United States, Japan, and South Korea at Camp David in Maryland. ⚪ It refers to the friendly, informal agreement between nations y The Spirit of Camp David statement issued by the three leaders is a political agreement, rather than a legal one requiring signature, but it nevertheless is a powerful document. y It represents a major effort to establish precedent, create momentum, and set the course for trilateral security cooperation among the three countries....",,,The Spirit of Camp David,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
43,2022-2023,International Relations PT730 Notes,43,"The Economic Community of West African States (ECOWAS) y It is a regional political and economic union of fifteen countries located in West Africa. Also known as CEDEAO (in French) y It is a regional group headquartered in Abuja, Nigeria. It was established in 1975. y The Lagos Treaty laid the foundation with a mandate of promoting economic integration among its members. y Aim: Single common currency and create a single trading bloc in diverse areas of industry, transport, telecommunications, energy, financial issues, and social and cultural matters. ECOWAS and India: y India achieved observer status to ECOWAS in 2004. y Following that, India has been providing Line of Credit (LOCs) to bolster its Focus Africa program and assist in ECOWAS’ regional integration efforts. This has led to expanded opportunities for Indian companies to engage in sectors such as energy, telecom, and transportation in West Africa. Additionally, ECOWAS has thrown its support behind India’s pursuit of a seat in...",,,ECOWAS,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
44,2022-2023,International Relations PT730 Notes,44,"Recently the UK agreed to become the 1st European country to join the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP). CPTPP: y It is a Free trade agreement (FTA) between Australia, Brunei Darussalam, Canada, Chile, Japan, Malaysia, Mexico, Peru, New Zealand, Singapore and Vietnam....",,,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP):,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
45,2022-2023,International Relations PT730 Notes,45,"Recently, nine European countries during the 2nd North Sea summit have signed a declaration which aims at transforming the North Sea into a green power plant. About the North Sea Summit: y The summit was held in the city of Ostend ( Belgium ) y Participant countries: Belgium, Denmark, France, Germany, Ireland, Luxembourg, Netherlands Norway, and the United Kingdom y Objective: To make the North Sea the largest green energy centre in Europe by accelerating the deployment of offshore wind turbines. y Targets: The summit sets ambitious targets including the production of at least 120 gigawatts (GW) of offshore wind energy in the North Sea by 2030 y The first summit in 2022 had the Esbjerg Declaration which was held in Denmark. y In the Esbjerg Declaration the four Heads of State committed to jointly building 150 GW of offshore wind energy in the North Sea by 2050....",,,North Sea Summit,file:///Users/harshvardhanjha/upsc-news-digest/docs/International-Relations-PT730.pdf
