id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
11,2022-2023,History PT730 v2 Notes,11,"Context: Recently, the Prime Minister of India appreciated Assam’s landmark Maa Kamakhya temple corridor initiative. y Situated on Nilachal Hill and adjoining the southern bank of the Brahmaputra River in Guwahati, y It is the centre of Tantric practices. y It is regarded as one of the oldest of the 51 Shakti Peethas in India. Architecture: y It had been modeled out of a combination of two different styles namely, the traditional nagara or North Indian and Saracenic or Mughal style of architecture. y This unusual combination has been named the Nilachala Style Architecture y It consists of five chambers, garbhagriha or sanctuary, antarala or vestibule, Jagan Mohan or principal chamber, bhog mandir or ritual chamber and natmandir or opera hall for performing traditional dance and music associated with sukti temples. y Ambubachi Mela is one of the major festivals of this temple. The festival is held every year to commemorate the yearly menstruation of Goddess Kamakhya...",,,Kamakhya temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
12,2022-2023,History PT730 v2 Notes,12,"Context: The UK Prime Minister recently visited the Akshardham Temple in Delhi. y The Akshardham Temple, officially known as the Swaminarayan Akshardham Temple, is a Hindu temple complex located in Delhi, India. y It is Located on the banks of the Yamuna River. y It was officially opened to the public on 6th November 2005 and was inaugurated by the then President of India Dr. A.P.J. Abdul Kalam. y Akshardham Temple God is Bhagwan Swaminarayan (1781- 1830). However, it is also dedicated to great saints, devas and averts of Hindu Gods. Architecture: y It comprises the main temple, beautifully laid out gardens, exhibitions, open courtyards and water bodies, each section presenting an intriguing aspect of Hindu religion and spirituality. y Constructed with pink sandstone and marble, Akshardham Mandir is the centre of the Akshardham Temple complex. y It is built in the traditional Hindu architectural style. y It follows the traditional Vastu shastra as well as Pancharatra Shastra....",,,Akshardham Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
13,2022-2023,History PT730 v2 Notes,13,"Context: The central government recently issued a notification declaring the ancient temple of Tungnath as a monument of national importance. y Tungnath temple is located in Rudraprayag District, Uttarakhand. y It is the highest Shiva temple in the world nestled at 3680 meters. y It is one of the Panch Kedars and is believed to have belonged to an ancient era almost 1000 years old. y It was built in the North Indian style of architecture and has a dozen shrines of other Gods surrounding the temple. What are Panch Kedars? y Panch Kedar is a group of five sacred shrines of Lord Shiva located in the Garhwal Himalayas, Uttarakhand. y The five temples are the Kedarnath Temple, the Tungnath Temple, the Rudranath Temple, the Madhyamaheshwar Temple or Madmaheshwar and the Kalpeshwar Temple....",,,Tungnath Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
14,2022-2023,History PT730 v2 Notes,14,"Context: 1,300-year-old Pallava period paintings at Talagirishwara temple at Panamalai in Villupuram district of Tamil Nadu in ruins y It is located in Panamalai village of Viluppuram district in TamilNadu, India. y The temple is constructed on an insignificant, small hill overlooking the Panamalai Lake. y The temple was constructed by Pallava king Narasimhavarman II, popularly known as Rajasimha. Architecture: y This Seventh Century structure incorporates a Vimana that resembles that of Kailasanatha temple in Kanchipuram....",,,Talagirishwara Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
15,2022-2023,History PT730 v2 Notes,15,"Context Yogmaya Temple is a historically important monument believed to be standing at the site of an ancient temple that is said to have come up during the period of the Mahabharata. y It is also known as the Jogmaya Temple, is an ancient Hindu shrine situated in the heart of Mehrauli (Delhi), a few hundred metres away from the famous Qutub Minar. y It was built by a noble in the court of Mughal Emperor Akbar II by the name of Lala Sidhu Mal between 1806 and 1837. y The area was known as Yoginipura in ancient Jain texts and Prithviraj Chauhan himself was said to have patronised a Yogini temple here shortly before his city’s destruction. y It was a focal point of Akbar II’s rule. y The temple has a replica of the Goddess Yogmaya, also called the “Pure Goddess. y The most famous festival celebrated only in this temple is the ‘Phoolwalon ki Sair.’...",,,Yogmaya Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
16,2022-2023,History PT730 v2 Notes,16,"Context Recently, the Srimukhalingam temple chief priest urged the Archaeological Survey of India (ASI) to get the historic Siva temple included in UNESCO’s list of World Heritage Sites y Some masterpieces were created by the rulers of the Eastern Ganga dynasty in the then-capital of the Kalinga kingdom. y Srimukhalingam temple is dedicated to Lord Shiva, known as Sri Mukha Lingeswara Swamy, housing 3 Ancient Temples at one Location. y The Trinity of Madhukeshwara, Someswara and Bheemeswara Temples are a testimony to the magnificent architectural skills of Kalinga Kings. y This temple is built in Kalinga architectural style on the banks of the Vamsadhara river....",,,Srimukhalingam Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
17,2022-2023,History PT730 v2 Notes,17,"Context The Indian National Trust for Art and Cultural Heritage (INTACH) recently urged the government to conserve the historically significant structures at the Sree Mahavishnu Temple at Thirunelly. y It is an ancient temple dedicated to the Lord Maha Vishnu. y Location: Brahmagiri Hill, a part of the Sahyadri Mountain Ranges in the Wayanad district of Kerala. y It is also known as the Sahyamala Kshetram and Kashi of the South. y It is the only temple in the world where the devotees can perform all the rituals related to one’s life, starting from birth to death and life after death. y The rituals in this temple are performed on the banks of stream Papanashini, which originates from the Brahmagiri hills. y It’s an ancient temple where Lord Brahma is said to establish the idol of Lord Vishnu. y It’s believed that he found the idol on a gooseberry (amla) tree, locally known as nelli, thus giving Thirunelli its name. Architecture: y The temple embodies classical, traditional Kerala archit...",,,Thirunelly Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
18,2022-2023,History PT730 v2 Notes,18,"Context Recently, the Chief Minister of Odisha unveiled a sprawling heritage corridor around the Jagannath Temple in Puri. y It is located in Puri, Odisha. y It is one of the most famous and sacred Hindu temples in the world. y It is dedicated to Lord Jagannath, a form of the Hindu deity Vishnu. y It is believed to have been built during the reign of King Anantavarman Chodaganga Deva, of the Eastern Ganga dynasty, in the 12th century....",,,Jagannath Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
19,2022-2023,History PT730 v2 Notes,19,"Context Shore Temple in Mamallapuram has achieved a significant milestone by becoming India’s first Green Energy Archaeological Site. y It is a historic temple complex located in Mamallapuram (Mahabalipuram), Tamil Nadu. y It is dedicated to Lord Shiva and Lord Vishnu. y It was probably built during the reign of Narasimhavarman II, also known as Rajasimha (Pallava ruler), who reigned from 700 to 728 CE. y Shore Temple is one of a number of Hindu monuments at Mahabalipuram, on the Coromandel Coast of Tamil Nadu. y It is one of the oldest structural excellence (rock-cut) stone temples in South India. y The Mamallapuram monuments and temples, including the Shore Temple complex, were collectively designated a UNESCO World Heritage site in 1984....",,,Shore Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
20,2022-2023,History PT730 v2 Notes,20,"Context The Uttarakhand government recently decided to set up a high-level committee to probe allegations of a ₹ 1.25 billion scam in gold plating the sanctum sanctorum of the Kedarnath temple. y It is a Hindu temple dedicated to Shiva. y Location: It is located at a height of 3,584 meters on the Garhwal Himalayan range near the Mandakini river, in the Rudraprayag District of Uttarakhand. y Kedarnath forms one of the four sites of the Chota Char DhamPilgrimage circuit, and is one of the 12 Jyotirlingas of Lord Shiva in India. y It is said that the Pandavas constructed the Kedarnath Temple which was later reconstructed by Adi Shankaracharya in the 8th century A.D. Architecture: y It has exquisite architecture and is built of extremely large but evenly shaped grey stone slabs....",,,Kedarnath Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
21,2022-2023,History PT730 v2 Notes,21,"Context In February 2024, India’s Prime Minister Shri Narendra Modi visited the United Arab Emirates. During the important diplomatic visit, India and UAE inked several big agreements. Cultural Cooperation: A MoU has been signed for cooperation in the field of heritage and museums to foster engagement between the two countries aimed at supporting the Maritime Heritage Complex at Lothal, Gujarat. Details: y The chosen location for the complex, Lothal, is a prominent site of the Harappan Civilisation. This ancient port-city was a bustling hub during the Harappan Civilization. y The project includes the establishment of a National Maritime Museum, Maritime Research Institute, Maritime Heritage based Theme Park, Nature Conservation Park, Lighthouse Museum, resorts, hotels, and more. About Lothal: y As per the Archeological Survey of India (ASI), it is the only port- town of the Indus Valley Civilization. y Lothal was a metropolis, divided into two main zones – upper and lower. y There is e...",,,Prime Minister Shri Narendra Modi’s visit to UAE In 2024,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
22,2022-2023,History PT730 v2 Notes,22,"Context: Prime Minister Shri Narendra Modi has recently inaugurated the BAPS Hindu temple in Abu Dhabi. BAPS Hindu Temple y It was first envisioned by Pramukh Swami Maharaj, spiritual leader of the BAPS Swaminarayan Sanstha, in 1997....",,,BAPS Hindu Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
23,2022-2023,History PT730 v2 Notes,23,"Context: PM went to the Triprayar Sree Ramaswamy Temple, situated on the bank of the Karuvannur river, also known as Theevra river, in Thrissur. Details of the Temple: y Presiding deity: Lord Rama, the seventh incarnation of Vishnu. y Idol with four arms, bearing a conch, a discus, a bow, and a garland. y Other shrines include Shiva as Dakshinamoorthy, Ganesha, Shastha, and Krishna. y Worship for Hanuman and Chathan enhances the spiritual ambiance. y Chief deity of the Arattupuzha Pooram, contributing to the cultural tapestry. y Idol believed to be worshipped by Krishna in Dvaraka, adding historical importance. y First of the four temples dedicated to the sons of King Dasharatha – part of the Nalambalam pilgrimage. Sethubandhan y It is Celebrated annually on “Thiruvonam” day in the Malayalam month “Kanni” (October – November). y Commemorates Sethubandhan (Rama Setu) in memory of the bridge-building incident....",,,Shree Ramaswamy Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
24,2022-2023,History PT730 v2 Notes,24,"Context: PM had spoken of Kerala’s annual ‘Nalambalam Yatra’, held for Ram and his brothers Bharat, Lakshman and Shatrughan, in Triprayar. Details : y Nalambala Dharshan: It is one of the four temples in the Nalambala Dharshan (four-temple pilgrimage) where devotees take a pilgrimage to four temples devoted to Rama, Lakshmana, Shatrughna and Bharatha during the month of Karkidakam, also known as month of Ramayana....",,,Nalambalam Yatra,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
25,2022-2023,History PT730 v2 Notes,25,"Context: The PM visited the Veerabhadra temple in the Lepakshi town of Sri Satyasai district of Andhra Pradesh. Details of Temple: Lepakshi is the place where the mythical vulture Jatayu is said to have fallen when he was wounded by Ravan in his efforts to stop the abduction of Sita. 1. The temple is dedicated to the Virabhadra, a fierce incarnation of Lord Shiva. 2. The primary deity of the main shrine is Lord Shiva, and there are additional shrines dedicated to Ganesha and Durga....",,,Veerabhadra temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
26,2022-2023,History PT730 v2 Notes,26,"Context: y The PM had visited the Kalaram Mandir on the banks of the Godavari in the Panchavati area of the city. y Apart from one of the places that Ram visited during his exile, Panchavati is believed to have be the site of many events described in the Ramayana, including the abduction of Sita. y The temple, crafted from black basalt stone, features 14 steps representing Lord Ram’s 14 years of exile. y The black idols of Lord Ram, Laxman, and Sita, situated within, depict Lord Ram without a bow and arrow, positioned to convey blessings. y The Temple was built in 1792 by Sardar Rangarao Odheka....",,,Kalaram Mandir,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
27,2022-2023,History PT730 v2 Notes,27,"Context: Madhya Pradesh government unveiled a 108-foot-tall statue Adi Shankaracharya in Omkareshwar and named it as Statue of Oneness. Adi Shankaracharya: y Adi Shankaracharya, also known as Jagadguru, was the founder of Advaita Vedanta (non-dualism) in 8 th century. y He was born in Kaladi in Kerala. y He emphasized the importance of the Upanishads and the Brahma Sutras. y He believed in the philosophy of advaita Vedanta which articulates a philosophical position of radical nondualism, a revisionary worldview which it derives from the ancient Upanishadic texts. y He founded four mathas (monasteries) in India. The mathas Shankara is believed to have been established in Sringeri, Dwaraka, Puri, and Joshimath for the spread of Advaita Vedanta....",,,Statue of Oneness,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
28,2022-2023,History PT730 v2 Notes,28,"Context: Prime Minister Shri Narendra Modi has recently visited Maa Danteshwari Temple, located in the state of chhattisgarh , India. About Maa Danteshwari Temple: y Dedicated to six armed Mahisasuramardini as Danteswari carved on a black stone. y It is one of the Sakti-pithas (total 51) of India, located at the confluence of rivers Sankhini and Dankini. y The temple was constructed by the rulers of Chindak Nagvanshi during 11th -12th century A.D. y Further in the 14th century A.D., this temple was renovated by Annamdev who was the brother Prataprudra of the Kakatiya dynasty....",,,Maa Danteshwari Temple:,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
29,2022-2023,History PT730 v2 Notes,29,"Context: The Prime Minister has recently visited Srirangam Sri Ranganathaswamy Temple, marking the first visit by a serving Prime Minister to the temple, according to temple priests....",,,Shri Ranaganathswamy Temple:,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
30,2022-2023,History PT730 v2 Notes,30,"Context: It was on the eve of Kartika Purnima, Asia’s largest open-air annual trade fair Bali yatra inaugurated on the banks of Mahanadi River in Cuttack, Odisha. There are three famous ancient ports as mentioned below: y Tamralipti: It was mentioned by Fa- Hien in 5th century A.D. and Hieun Tsang in 7th century A.D. y Palur: This port was noted by Greek author Ptolemy in mid 2nd century A.D. y Pithunda: This Port has mention in Jaina Text “uttaradhyana Sutra....",,,Kalinga’s (Odisha) Famous Ancient Ports,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
31,2022-2023,History PT730 v2 Notes,31,"Context: Recently, Prime Minister Shri Narendra Modi has visited the Kalaram Mandir on the banks of the Godavari, Nashik (Maharashtra). Shri Kalaram Temple: y It was built in 1782 by Sardar Rangrao Odhekar on the site of an old wooden temple. y It is supposed to stand on the spot where Lord Rama lived during his exile. y It derives its name from a black statue of the Lord Ram. y The temple is also the site of a landmark agitation led by Babasaheb Ambedkar demanding temple entry rights for Dalits more than 90 years ago....",,,Shri Kalaram Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
32,2022-2023,History PT730 v2 Notes,32,"Context: After almost three decades, Navgrah Ashtamangalam Pooja was held at Martand Sun temple. Martand Sun temple: y Built by King Lalitaditya of Karkota Dynasty of Kashmir (724 to 761 CE). y Example of Kashmiri architectural skills built in a square field using limestone and pillars in Greek Pattern. y In the 15th century it was destroyed on order of Muslim ruler Sikander Butshikan. y It is tagged as a site of national importance. Additional Information y Other sun temples: Konark (Odisha), Sun Temple at Modhera (Gujarat), Katarmal Surya Temple (Uttarakhand); Surya Pahar Temple (Assam); Dakshinaarka Sun Temple (Bihar); Arasavalli sun temple (Andhra Pradesh); Suryan Kovil (Tamil Nadu) etc....",,,Martand Temple (Jammu and Kashmir),file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
33,2022-2023,History PT730 v2 Notes,33,"Context: The mural of the iconic Konark Sun Temple wheel was showcased to the World Leaders at the G20 Summit. Konark Sun Temple: y Located at the eastern coast of Odisha, and was built in the 13th century. y It was built by King Narasimhadeva I of Eastern Ganga dynasty. y Architectural Style: Kalinga architecture. y Konark Sun Temple is a UNESCO World Heritage Site and is also known as Black Pagoda, Arka Kshetra and Padma Kshetra. y Materials used for building the temple include Chlorite, Laterite and Khondalite rocks....",,,Konark Sun Temple,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
34,2022-2023,History PT730 v2 Notes,34,"Context: The National Monument Authority (NMA) to submit a report on the comprehensive development of Mahuli group of temples to the Ministry of Culture. Details: y Mahuli Group of Temples, also known as Dakshin Kashi, comprises five temples. ⚪ Built in 11th and 12th CE. ⚪ Location: near Satara, Maharashtra at confluence of Rivers Krishna and Venna. ⚪ Temple Architecture: Hemadpanthi style of architecture ⚪ Developed by: Hemadri Pandit- Hemadpanta (Prime Minister) in the court of Seuna Yadavas of Devagiri. ⚪ Features: Built-in dry-stone masonry with Garbhagriha, Mandapa Heptagonal compound and Deepmaal- a tall structure carved out of one stone....",,,Mahuli Group of Temples,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
35,2022-2023,History PT730 v2 Notes,35,"Context: Archaeological Survey of India (ASI) unearthed a gold diadem from a huge burial urn while excavating the museum site at Adichanallur, Tamil Nadu. Details: y Adichanallur is located on the lower valley of Tamirabarani river in present-day Thoothukudi district in southern Tamil Nadu. ⚪ Korkai, ancient seaport mentioned in Sangam literature, is about 25 km from Adichanallur. y It is a megalithic site in Tamilnadu, first site to be excavated in India by German explorer y Andew Jagor in 1876 and later by Alexander Rea, a former superintendent of ASI, in 1902-03. ⚪ Adichanallur showcases megalithic culture and transitions to Iron age and Sangam period. ⚪ Earliest Iron Age sites in South India are Hallur, Karnataka and Adichanallur of Tirunelveli district, Tamil Nadu at around 1000 BC....",,,Adichanallur,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
36,2022-2023,History PT730 v2 Notes,36,"Context: The Statue of Social justice was unveiled in Vijayawada, Andhra Pradesh. It is a 206 foot Bronze Statue of Dr. B.R. Ambedkar and is currently the world’s tallest Ambedkar statue. ( overall second tallest statue in India). y The statue of social justice is made of steel frame and bronze cladding and is completely made in India. y Base of the Statue: The 81-foot pedestal building Is designed as Kalachakra Maha Mandal of Buddhist architecture. About Dr. BR Ambedkar Ambedkar y Dr Bhimrao Ramji Ambedkar was an Indian polymath, economist, statesman, social reformer and the father of the Indian Constitution. y Dr Ambedkar has also served as Law and Justice minister in the first cabinet of Jawaharlal Nehru, and inspired the Dalit Buddhist movement in India. y Ambedkar is termed as India’s greatest socio-economic reformer by uplifting Dalits and backward classes. y His interest and studies in Buddhism sparked a revival in interest in Buddhist philosophy in India and abroad. y Dr Ambedk...",,,Statue of Social Justice:,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
37,2022-2023,History PT730 v2 Notes,37,"A prehistoric rock shelter with rock paintings from Mesolithic age, megalithic burials and y microliths have been found at Kasipeta, Telangana. y Located inside a large formation of boulders resembling the hood of a snake. y Microlithic tools, rock art style, and the items and bisons in paintings indicate that rock art site belongs to the microlithic age. y Painting of man with the weapon might be of a later historical period....",,,Telangana rock art site,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
38,2022-2023,History PT730 v2 Notes,38,"Context: The latest round of excavations at the Harappan site of Rakhigarhi in Haryana’s Hisar has revealed the structure of some houses, lanes and a drainage system. Rakhigarhi: y Rakhigarhi is one of the five known biggest townships of Harappan civilization on the Indian sub-continent. y The other four are Harappa, Mohenjodaro and Ganveriwala in Pakistan and Dholavira (Gujarat)....",,,Rakhigarhi,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
39,2022-2023,History PT730 v2 Notes,39,"Context: Santiniketan has been designated as the 41st UNESCO World Heritage Site (WHS) of India. y It is the UNESCO’s third World Heritage Site of West Bengal, after the Sundarbans National Park and the Darjeeling Mountain Railways. Santiniketan y It is a unique Indian example of a ‘total work of art’ (Gesamtkunstwerk) where life, learning, work and art along with the local and the global intertwined. y Complex includes 36 historic structures along with the sculptures and landscape features. y It exhibits the crystallization of their ideas of humanism, inclusiveness, environmentalism and a pan Asian modernism. y Along with Rabindranath Tagore, Surendranath Kar, Nandalal Bose, Patrick and Arthur Geddes played key roles in shaping it....",,,Santiniketan,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
