id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
11,2022-2023,Indian Polity & Governance Notes,11,"The Government of National Capital Territory of Delhi (Amendment) Act, 2023 has recently passed by the Parliament, replacing the ordinance on control of services in Delhi. Key features of the Act: y Establishes the National Capital Civil Services Authority (NCCSA): It establishes NCCSA to make recommendations to the Lt. Governor on certain matters related to services, including transfers and postings, vigilance, disciplinary proceedings, and prosecution sanctions of Group A of All India Services (except Indian Police Service), and DANICS. ⚪ The Authority will consist of the: Chief Minister of Delhi as Chairperson, Principal Home Secretary of the Delhi government as Member Secretary, and Chief Secretary of the Delhi government as member. y Expands the powers of LG: It expands the discretionary role of the LG by giving him powers to approve the recommendations of the Authority, or return them for reconsideration. In the case of a difference of opinion between the LG and the Authority, th...",,,Unique Status of Delhi- Government of NCT of Delhi Amendment Act 2023,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
12,2022-2023,Indian Polity & Governance Notes,12,"Overseas Indian citizens will no longer need a new OCI card, as per the Ministry of Home Affairs (MHA). It is to be issued only after a new passport is issued in their names. When a person receives a new passport after turning 20, it only has to be given once more. Overseas Citizenship of India(OCI) y A person who has Indian ancestry but is legally a citizen of another nation is known as an overseas Indian citizen (OCI). y According to the Ministry of Home Affairs, a person who meets the requirements for an OCI must have been an Indian citizen on or after January 26, 1950, or have been qualified to do so on that day or be the child or grandchild of such a person. y OCI, or a mobility status, enables foreign nationals who are already residents of India to start living, studying, or working there. OCI Card y The OCI card was made possible by the Citizenship (Amendment) Act, which was approved in 2005. y It was approved to meet the demands of Indians who live in other developed countries ...",,,Overseas Citizens of India (OCI),file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
13,2022-2023,Indian Polity & Governance Notes,13,"Punjab has become the first state to implement the ‘right to walk’. y Right to walk makes it mandatory for all road-owning agencies, including the NHAI, to provide footpaths and cycle tracks on the road. y It seeks ‘RIght to Walk’ under Article 21 of the Indian Constitution by ensuring safe facilities for pedestrians. Rights of Pedestrians y In the all-India context, there is no central level legislation or policy governing or enforcing the rights of pedestrians. y The new Motor Vehicles Act and few other legislations have some provisions but do not talk exclusively about the rights of pedestrians. y The Indian Penal Code (IPC) enforces strict punishment in cases of rash or negligent driving, endangering someone else’s life or personal safety, etc. But none of these acts takes forward the concept of “right to walk”. y The “right to walk” concept can only be found as a small reference in the Rules of Road Regulation 1989: Rule number 8 (the duty of the driver to slow down when approachi...",,,Right to Walk,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
14,2022-2023,Indian Polity & Governance Notes,14,"Based on the Ethics Committee Report, the Lok Sabha has recently expelled one of its members accused of accepting gifts and illegal gratification. Basis of Expulsion: y The constitutional basis of expulsion: An MP found guilty of breach of privileges or contempt of the house can be suspended from the house or face expulsion. ⚪ A simple majority is needed to pass a motion for expulsion in each house. ⚪ Further involvement of the Ethics committee is not always necessary for expulsion. y Legal basis of suspension and expulsions of MPs: To ensure smooth proceedings and maintain order, the Presiding Officer of the House has the power to force a Member to withdraw from the House. ⚪ In cases of extreme misconduct, the House may expel a member “to rid the House of persons who are unfit for membership.”...",,,Expulsion of Members of Parliament (MPs) in India,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
15,2022-2023,Indian Polity & Governance Notes,15,y It consists of not more than 15 Members nominated by the Speaker and shall hold office for a term not exceeding one year. y The functions of the Ethics Committee are: ⚪ Examine a complaint relating to the unethical conduct of a member referred to it by the Speaker. ⚪ Make recommendations and formulate a code of conduct for Members. ⚪ Suggest amendments to the code of conduct. y The First Ethics Committee of Lok Sabha was set up in 2000 and of Rajya sabha in 1997....,,,Ethics Committee of Lok Sabha,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
16,2022-2023,Indian Polity & Governance Notes,16,"Recently, a Supreme Court judge has been nominated as the Chairman of the SCLSC. Supreme Court Legal Services Committee (SCLSC) y It is a statutory body. y It is constituted under section 3A of Legal Services Authorities Act, 1987 by National Legal Service Authority. y Objective: Providing free legal services to poor, under-privileged and those marginalized in society. Chief Justice of India in Patron- in-Chief of Committee. y Members: Chairman (sitting Judge of SC) and 9 members (nominated by the Chief Justice of India)....",,,Supreme Court Legal Services Committee (SCLSC),file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
17,2022-2023,Indian Polity & Governance Notes,17,"The launch of the e-SAKSHI mobile application marks a significant advancement in the administration of the Member of Parliament Local Area Development Scheme (MPLADS) in India. y MPLADS (Member of Parliament Local Area Development Scheme (MPLADS) e-SAKSHI Mobile Application was launched by the Ministry of Statistics and Programme Implementation (MoSPI). y It offers convenience and accessibility, allowing MPs to propose, track, and oversee the projects in real-time, which enhances decision-making processes, enabling swift responses to emerging needs or issues. MPLADS: y It is a Central Sector Scheme under MoSPI. y MPLADS funds used for creation of durable community assets in areas of drinking water, primary education, etc. y Atleast 15 percent of MPLADS entitlement is allocated for areas inhabited by Scheduled Caste population and 7.5 percent for areas inhabited by ST population. y Funds are non-lapsable i.e. if money is not utilised, it gets carried to next year. y District authority m...",,,MPLADS e-SAKSHI Mobile Application,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
18,2022-2023,Indian Polity & Governance Notes,18,"Recently, the 1st meeting of the Social Audit Advisory Body (SAAB) was concluded in New Delhi. About SAAB: y This pioneering advisory body aims to guide the Ministry of Social Justice & Empowerment in the institutionalization of social audits across its diverse schemes. y It is set up in the National Institute of Social Defence (NISD), which function under the Department of Social Justice & Empowerment (DoSJE), Ministry of Social Justice and Empowerment. About Social Audit y The term ‘Social Audit’ was proposed by Howard Bowen in his 1953 book Social Responsibilities of the Businessman. y Social Audit is a process of examination and assessment of a programme/scheme. y The Key guiding principles of Social Audit: Access to information (Jaankari); Participation (Bhagidari); Protection of citizens (Suraksha); etc. Important fact: In India, Tata Iron and Steel Company Limited (TISCO), Jamshedpur, was the first company to perform social audits in 1979 for measuring its social performance. Ma...",,,Social Audit Advisory Board (SAAB),file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
19,2022-2023,Indian Polity & Governance Notes,19,"There have been demands from many state governments to revisit the Seventh Schedule to improve Centre-state relations. Seventh Schedule y Seventh Schedule under Article 246 provides distribution of powers and responsibilities between state and central governments. y It specifies roles and responsibilities into three lists namely, Union List, State List and Concurrent List. y The entries that are related to national importance were allocated to the Union and entries of local concern were allocated to the States. y Article 248 confers residuary powers on Parliament. Residuary powers refer to power of jurisdiction upon subjects that are not mentioned in state or concurrent list. Procedure for amending Seventh schedule y It can be amended as provided under Article 368 in Part XX of the Constitution. y It requires special majority of Parliament (majority of total membership of House and by a majority of not less than two-thirds of members of House present and voting) and also consent of hal...",,,Seventh Schedule of the Indian Constitution,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
20,2022-2023,Indian Polity & Governance Notes,20,"Unresolved issue of Satluj Yamuna Link Canal as Haryana and Punjab have failed to reach any settlement over water- sharing of Ravi and Beas rivers. About Sutlej-Yamuna Link Canal y The 214-kilometer-long canal connecting Sutlej and Yamuna rivers was proposed in 1966 after the state of Haryana was formed out of Punjab. y Aim: Provide Haryana its average annual share of surplus Ravi- Beas water. y Issue: Haryana completed its stretch of SYL Canal in 1980, while Punjab kept citing Riparian Principles and non-availability of its Water. ⚪ Riparian Principles state that the owner of land adjacent to a water body has the right to use water. y Haryana argues that its southern parts of state are facing water problems due to depleted groundwater. Haryana has been denied its rightful share in water as assessed by Eradi Tribunal, 1987. Constitutional Provisions: y Entry 56 of the Union List empowers the Union Government for the regulation and development of inter-state rivers and river valleys to ...",,,Inter-state river disputes (Satluj- Yamuna Link Canal),file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
21,2022-2023,Indian Polity & Governance Notes,21,"The Central government had increased the borrowing limits for states from 3% of the GSDP (Gross State Domestic Product) to 5%. y Out of 5%, 1% raise was linked to showing progress on four sets of reform measures linked to: ⚪ One nation one ration card ⚪ Ease of doing business, ⚪ Power distribution ⚪ Urban local body revenues. y This policy incentivises the states to adopt progressive policies to avail additional funds. Constitutional Provisions: y Article 293 of the Indian Constitution deals with borrowing Powers of States. y It gives states the executive power to borrow money within the limits that the state legislature sets. y Also, the Central Government can give loans and guarantees to states. y If a state already has loans from the Centre, the Centre needs to give its consent before the state can borrow more, and the Centre can add conditions to that permission....",,,Borrowing powers of State govt,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
22,2022-2023,Indian Polity & Governance Notes,22,"Recently, parts of the leader of the opposition speech on motion of thanks on the President’s Address were expunged. Experts cited that this is against the Parliamentary Privileges of MP enjoyed under Article 105 of the Constitution. Parliamentary Privileges y Parliamentary privileges are a legal immunity enjoyed by members of legislatures, wherein the legislators are granted protection against civil or criminal liability for certain actions done or statements made in the course of their legislative duties. y Parliament is the sole authority to ascertain if there has been a breach of privilege or contempt of House...",,,Parliamentary privileges,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
23,2022-2023,Indian Polity & Governance Notes,23,"A panel has presented its recommendations to Chairman regarding increasing Tenure of House Committees in a comprehensive study of Rajya Sabha Secretariat Parliamentary Committees y It is a panel of MPs that is appointed or elected by the House or nominated by the Speaker, and which works under direction of the Speaker. y The Parliamentary Committees present its report to the House or to the Speaker. y PCs have their origins in the British Parliament. ⚪ They draw their authority from Article 105 which deals with privileges of MPs, and Article 118 which gives Parliament authority to make rules to regulate its procedure and conduct of business. ⚪ Parliament is not bound by recommendations of committees....",,,Parliamentary Committees,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
24,2022-2023,Indian Polity & Governance Notes,24,"Advocate Prashant Bhushan argued that instead of implementing the new recruitment scheme, the government should complete the old process and cited the doctrine of promissory estoppel. About Doctrine of Promissory Estoppel y Promissory estoppel is a concept developed in contractual laws. It prevents a “promisor” from backing out of an agreement on the grounds that there is no “consideration”. y It is invoked by a plaintiff to ensure execution of a contract or seek compensation for failure to perform the contract. y The Supreme Court pointed out that “promissory estoppel is always subject to overarching public interest”....",,,Doctrine of Promissory Estopper,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
25,2022-2023,Indian Polity & Governance Notes,25,"The President gave the assent to Election Laws (Amendment) Act, 2021. It amends Representation of People Act, 1950 (RPA, 1950) and Representation of People Act, 1951 (RPA, 1951) to implement certain electoral reforms. Key Provisions: y Linking electoral roll data with Aadhaar (by amendment of section 23 of RPA, 1950). ⚪ Electoral registration officer may require a person to furnish their Aadhaar number for establishing their identity....",,,Election Laws (Amendment) Act 2021,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
26,2022-2023,Indian Polity & Governance Notes,26,"y The Nordic (Scandinavian) Model of Social Democracy is in discussion due to recent Sweden elections. y The Nordic model of social democracy is a combination of social welfare and economic systems adopted by Nordic countries (Sweden, Norway, Finland, Denmark, and Iceland)....",,,Social Democracy,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
27,2022-2023,Indian Polity & Governance Notes,27,"y Electoral literacy refers to the knowledge and understanding of the electoral process, including the rights and responsibilities of citizens in a democratic system. y It encompasses the ability of individuals to make informed and meaningful choices in elections, participate in the electoral process, and understand the significance of voting in a democracy. y Electoral literacy is essential for ensuring a well-informed and engaged citizenry....",,,Electoral Literacy,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
28,2022-2023,Indian Polity & Governance Notes,28,"y There has been discussion in the Parliament and in the Ministerial level on amending the Representation of the People Act, 1951 to enable a common electoral roll and simultaneous elections to all electoral bodies in the country. Common electoral roll y Under the Common Electoral Roll, only one voter list will be used for Lok Sabha, Vidhan Sabha and other elections. y The types of electoral rolls in different states are different: ⚪ Some state laws allow the SEC (State Election Commission) to borrow and use the Election Commission of India’s voter’s rolls for the local body elections. ⚪ In others, the state commission uses the EC’s voters list as the basis for the preparation and revision of rolls for municipality and panchayat elections....",,,Common Electoral Roll,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
29,2022-2023,Indian Polity & Governance Notes,29,"Recently, the Press and Registration of Periodicals Act, 2023, was passed in the Lok Sabha that seeks to repeal the Press and Registration of Books Act, 1867. Objective: The 1867 Act exercised complete control over the press and the printers and publishers of newspapers and books along with heavy fines and penalties including imprisonment for various violations. Important Provisions: y Press Registrar General (PRG): It creates a new position of Press Registrar General, who is entrusted with tasks like- issuing certificates of registration to periodicals, disbursing the Centre’s funds for the Act’s implementation, etc. y Introduced a simple online registration mechanism y Reduced role of District magistrate/local authority. y Facsimile edition of a foreign periodical: Foreign periodicals can be printed in India with prior approval of the Central Government and its registration with the Press Registrar General (PRG). y Suspension: It allows the PRG to suspend a periodical’s registration ...",,,"Registration of Press and Periodicals Act, 2023",file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
30,2022-2023,Indian Polity & Governance Notes,30,"Special Category Status (SCS) y SCS, first introduced in 1969, is a classification given by the Centre to assist in the development of those states that face geographical and socio-economic disadvantages like hilly terrains, strategic international borders, economic and infrastructural backwardness, and non-viable state finances. y Under SCS, the Central government bears 90% of the state expenditure on all centrally-sponsored schemes and external aid while the rest 10% is given as loan to the state at zero percent rate of interest. ⚪ Unspent money does not lapse and is carried forward. ⚪ States with SCS are exempted from customs duty, corporate tax, income tax and other taxes to attract investment....",,,Special Category Status,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
31,2022-2023,Indian Polity & Governance Notes,31,"The Amendment seeks to provide 33 per cent reservation to women in the Lok Sabha and state Assemblies. About the 106th Amendment: y It reserves one-third of all seats for women in Lok Sabha, state legislative assemblies, and the Legislative Assembly of the National Capital Territory of Delhi....",,,"Nari Shakti Vandana (106th Amendment Act, 2023",file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
32,2022-2023,Indian Polity & Governance Notes,32,"y Mission Karmayogi’ - the National Programme for Civil Services Capacity Building (NPCSCB) aims to transform capacity-building in the bureaucracy through institutional and process reforms. y The capacity building programme will be delivered through an Integrated Government Online Training or iGOT-Karmayogi digital platform, with content drawn from global best practices rooted in Indian national ethos. y iGOT-Karmayogi digital platform is a portal on the Ministry of Education’s DIKSHA platform for the purpose of capacity building....",,,Mission Karmayogi,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
33,2022-2023,Indian Polity & Governance Notes,33,"The European Commission proposed a set of digital rights and principles recently, as an extension of the Berlin Declaration on Digital Society and Value-based Governance. Digital Rights y Digital Rights are an extension of the rights set in the UN Declaration of Human Rights y They are linked with right of people that allow them to access, use, create and publish digital media....",,,Digital Rights,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
34,2022-2023,Indian Polity & Governance Notes,34,"Recently, the Department of Expenditure under the Ministry of Finance released guidelines for reforms in Public Procurement and Project Management. y Public Procurement and Project Management includes the procurement of goods and services by public entities and execution of different projects. E.g., the goods or services purchased by government entities for public service delivery. y These guidelines have been prepared under the aegis of Central Vigilance Commission (CVC). y Public procurement allows governments and state-owned enterprises to purchase goods and services from the private sector. y It is necessary to counteract the tendency of mismanagement, as the share of public procurement is estimated to be between 20% and 30% of gross domestic product (GDP)....",,,Public Procurement and Project Management,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
35,2022-2023,Indian Polity & Governance Notes,35,"Recently, the Ministry of Law and Justice has created the Nyaya Vikas Portal for monitoring the implementation of Centrally Sponsored Schemes (CSS) for development of Infrastructure for Judiciary. About Nyaya Vikas Portal y Nyaya Vikas Portal allows efficient ways of logging into the portal, thereby empowering stakeholders with seamless access to information pertaining to funding, documentation, project monitoring and approval....",,,Nyaya Vikas Portal,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
36,2022-2023,Indian Polity & Governance Notes,36,"The Indian Parliament has passed the Cinematograph (Amendment) Act, 2023 which amends the Cinematograph Act, 1952. Key Features of the Act: y It constitutes the Board of Film Certification for certifying films for exhibition. y It adds certain additional certificate categories based on age. Under the Act, film may be certified for exhibition: ⚪ without restriction (‘U’) ⚪ without restriction, but subject to guidance of parents or guardians for children below 12 years of age (‘UA’) ⚪ only to adults (‘A’), or only to members of any profession or class of persons (‘S’). y It prohibits carrying out or abetting: the unauthorised recording and unauthorised exhibition of films. y It made provisions to penalize film piracy with jail term and fine. y Provisions to grant certificates to films for perpetuity. Currently, certificates issued are valid only for 10 years....",,,Curbing Film Privacy,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
37,2022-2023,Indian Polity & Governance Notes,37,"The Union Cabinet approved continuation of the Fast Track Special Courts (FTSCs) Scheme until March 31, 2026. About Fast Track Special Courts (FTSCs) y Launched in 2019, FSTCs is a Centrally Sponsored Scheme and implemented by the Department of Justice, Ministry of Law & Justice. y Central Share is to be funded from Nirbhaya Fund, aimed at enhancing the safety and security for women. y FTSCs, designed as dedicated courts, were established for hearing rape and Protection of Children from Sexual Offences Act (POCSO Act) cases. y Enactment of Criminal Law (Amendment) Act 2018, which included stringent punishment, including death penalty for rape offenders, led to the creation of FTSCs. y FTSCs are linked to National Judicial Data Grid...",,,Fast Track Special Courts (FTSCs),file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
38,2022-2023,Indian Polity & Governance Notes,38,"Delegated Legislation y It is the process of law-making by an executive or administrative authority under the powers conferred upon it by the legislature. y This concept of delegated legislation is not mentioned specifically in the Indian Constitution but it can be interpreted by Article 312 of the given Constitution. y A 1973 Supreme Court ruling explains delegated legislation as: “Empowering the Executive to make subordinate legislation within a prescribed sphere has evolved out of practical necessity and pragmatic needs of a modern welfare State” Case Laws related to Delegated Legislation: y DS Grewal vs State of Punjab: The Court held that delegated legislation must be made for a specific purpose and must not be arbitrary or discriminatory. y Indian Express Newspapers (Bombay) Private Ltd. v. Union of India: This case dealt with the validity of the Customs Act, 1962, which gave the government the power to make rules for the assessment and collection of customs duties. The Supreme C...",,,Delegated Legislation,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
39,2022-2023,Indian Polity & Governance Notes,39,"y AoRs are a pool of lawyers whose legal practice is mostly before the Supreme Court. y They are lawyers in the Indian legal system who are registered and authorized by the Supreme Court (SC) to represent clients in that court. y The SC in the exercise of its rule-making power under Article 145, made a provision for the AoR system. y Supreme Court Rules, 2013 prescribe eligibility criteria for an AoR. ⚪ Only AoR is entitled to file any matter or document before the SC. ⚪ Senior Advocate is not entitled to appear without AoR in SC....",,,Advocate-on- Record (AoR),file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
40,2022-2023,Indian Polity & Governance Notes,40,"During her inaugural address at the Supreme Court’s Constitution Day celebration on Sunday (November 26), President Droupadi Murmu called for an “all-India judicial service” to recruit judges. All India Judicial Services (AIJS) y AIJS is a centralized recruitment system for judges at the level of additional district judges and district judges across all states. y It aims to centralize the recruitment of judges, similar to the Union Public Service Commission (UPSC) model, assigning successful candidates to states. y Originating from Law Commission reports in 1958 and 1978, AIJS seeks to address structural issues like varying pay, faster vacancy filling, and standardized nationwide training....",,,All India Judicial Services (AIJS),file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
41,2022-2023,Indian Polity & Governance Notes,41,"y The No-Confidence Motion is the mechanism to test the government’s majority as prescribed by the Constitution. y The Article 75(3) of the Constitution says the Council of Ministers is collectively responsible to the Lok Sabha. To test the collective responsibility of the MPs, the Lok Sabha allows the Motion of No- confidence, which is also called the Vote of No Confidence. y The procedure of No-confidence motion is specified under Rule 198 of the Lok Sabha. y The Constitution does not mention either a Confidence or a No Confidence Motion. y Any Lok Sabha MP, who can garner the support of 50 colleagues, can, at any point of time, introduce a motion of no-confidence against the Council of Ministers. y A no-confidence motion can be moved only in the Lok Sabha. It cannot be moved in the Rajya Sabha. y If the government wins the vote on the no-confidence motion, the motion is defeated and the government remains in power. y Till now, there have been 27 no-confidence motions introduced in t...",,,No-confidence motion,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
